Deposition Time,Operation Time,Substrate T,Ar,N2,U,dU,power,w_p,goodtc
90,56,400,40,9,359,40,244,3.5,1
90,56,400,40,9,358,39,243,3.5,1
90,51,400,40,9,355,38,240,3.5,1
95,50,400,40,9,354,39,240,3.5,1
95,49,300,40,8,353,34,237,3.4,1
180,47,300,40,8.5,352,36,237,3.5,1
65,46,400,40,11,366,42,297,3.6,0
65,45,300,40,11,361,44,297,3.6,1
65,44,400,40,11,367,42,305,3.6,0
70,41,400,40,10,396,0,255,3.6,0
70,41,400,40,10,354,40,252,3.6,1
70,40,400,40,10,354,40,251,3.6,1
180,39,250,40,10,352,42,252,3.6,1
240,37,0,40,6.5,316,41,145,3.5,1
120,37,0,40,10,335,53,238,3.6,1
70,35,400,40,10,356,41,273,3.6,1
70,35,400,40,10,355,42,279,3.6,0
92,33,400,40,11,365,42,312,3.6,1
86,68,400,40,9,365,35,308,3.5,1
100,69,300,40,10,365,39,313,3.6,1
70,31,300,40,10,366,38,312,3.6,1
90,29,250,40,10,365,48,311,3.5,1
100,0,250,40,10,365,38,312,3.7,1
70,95,400,40,10,407,55,211,3.6,0
70,86,400,40,10,393,54,239,7.4,1
90,86,400,40,10,393,53,239,3.7,1
95,83,250,40,10,390,58,239,3.7,1
148,81,250,40,10,394,55,275,3.7,1
95,81,250,40,10,393,55,274,3.7,1
70,78,400,40,10,386,59,253,3.7,1
69,75,400,40,11,387,62,275,3.7,1
45,73,400,40,11,382,62,274,3.7,0
80,30,520,40,10,379,51,264,7.2,1
75,68,500,40,8,378,42,257,7.2,0
71,68,500,40,6,377,29,250,6.8,1
73,67,400,40,10,376,50,261,3.7,1
73,66,400,40,8,375,38,253,3.6,1
73,65,400,40,10,374,50,259,3.6,1
73,64,400,40,10,371,51,258,3.6,1
73,0,400,40,10,370,51,258,3.6,1
73,61,400,40,10,369,51,265,7.4,0
73,61,360,40,10,367,51,256,3.7,1
70,95,360,40,11,368,55,280,7.4,0
70,58,360,40,12,369,60,306,7.6,0
80,54,380,40,12,363,62,303,7.6,1
80,52,360,40,12,365,60,325,3.8,1
75,50,360,40,11,363,57,321,3.7,1
70,49,360,40,10,361,52,316,3.6,1
417,41,360,40,10,355,53,313,3.7,1
139,40,360,40,10,355,53,312,3.7,1
694,38,360,40,10,354,53,311,3.7,1
69,37,360,40,10,352,53,310,3.6,0
1389,33,360,40,10,352,52,309,3.7,1
47,23,360,40,10,347,53,306,7.2,1
70,20,360,40,10,347,53,306,3.6,1
70,17,360,40,10,349,51,336,3.6,1
58,14,360,40,10,348,50,335,3.7,1
90,95,250,40,10,390,65,243,3.6,1
70,90,360,40,10,383,63,238,3.6,1
68,89,360,40,10,384,63,239,3.7,0
82,78,360,40,11.5,372,71,237,3.6,1
72,77,360,40,8.5,372,53,227,3.5,0
78,71,360,40,8.5,366,54,234,3.6,1
82,70,360,40,10,364,62,238,3.6,1
78,64,360,40,8.5,358,53,229,3.6,1
78,64,360,40,8.5,358,51,228,3.6,1
82,62,360,40,11.5,358,64,246,3.6,1
82,60,360,40,11.5,356,64,245,3.6,1
78,59,360,40,10,355,56,243,3.5,0
75,59,360,40,8.5,353,48,237,3.6,1
117,0,360,40,10,253,55,250,3.6,1
90,56,360,40,10,350,58,250,3.6,1
180,53,360,40,15,348,83,263,4.9,1
210,0,360,40,20,347,100,274,4,1
82,49,360,40,10,344,58,246,0,1
152,38,200,40,10,338,59,260,3.6,1
70,96,400,10,40,413,61,253,3.7,1
65,94,400,40,11,408,67,254,7.4,1
60,93,400,40,11,408,0,0,0,1
90,90,400,40,10,390,62,197,3.7,1
90,87,400,40,10,0,0,0,0,1
50,84,500,40,11,411,56,286,14.8,0
54,81,500,40,11,404,61,285,11.1,1
60,80,0,40,11,403,56,281,3.7,1
60,77,0,40,11,398,58,279,3.7,1
51,76,720,40,11,394,63,280,3.7,0
60,75,0,40,11,393,60,278,3.7,1
60,69,0,40,11,385,53,268,7.6,1
60,68,0,40,11,435,0,266,5.4,1
180,63,0,40,11,376,51,260,7.4,1
50,93,500,40,11,381,56,267,11.1,0
180,90,500,40,11,379,58,267,7.6,1
172,88,500,40,9,379,44,259,3.6,1
200,87,500,40,13,376,71,274,3.8,1
90,84,400,40,10,372,54,221,3.7,1
90,84,350,40,10,372,53,221,3.6,1
77,82,350,40,10,370,55,221,3.7,0
60,77,400,40,11,369,56,260,3.7,0
55,76,400,40,11,368,58,261,3.7,1
53,75,400,40,11,368,57,260,3.7,0
45,75,500,40,11,367,56,259,7.4,0
45,72,300,40,11,364,59,259,3.7,0
45,72,150,40,11,363,59,258,3.7,1
16,70,500,40,11,359,61,257,3.7,1
22,68,500,40,11,358,50,256,7.4,0
110,0,500,11,40,358,60,256,7.4,0
29,66,300,40,11,357,59,255,7.4,0
36,66,300,40,11,357,57,253,7.4,0
180,63,0,40,11,358,50,250,7.6,1
180,63,0,40,11,355,50,249,7.4,1
180,58,0,40,11,347,53,244,3.7,1
180,58,0,40,11,347,53,0,0,1
36,56,300,40,11,343,55,243,3.7,0
180,55,0,40,3,344,5,213,3.3,1
180,55,0,40,6,344,24,225,3.4,1
180,55,0,40,9,345,41,236,3.6,1
180,54,0,40,12,343,57,245,3.8,1
180,54,0,40,15,344,68,252,3.9,1
180,53,0,40,15,352,61,253,3.5,1
180,52,0,40,12,351,49,245,3.3,1
180,52,0,40,6,359,11,226,2.8,1
180,51,0,40,6,337,31,225,4.5,1
180,51,0,40,6,337,30,224,4,1
180,51,0,40,6,334,34,225,5.3,1
180,50,0,40,6,330,38,225,6.4,1
180,50,0,40,6,319,44,222,7.9,1
140,49,0,40,6,333,35,224,5.3,1
100,49,0,40,6,331,35,224,5.3,1
70,49,0,40,6,331,36,224,5.3,1
100,47,0,40,6,328,35,222,5.3,1
84,47,0,40,6,328,35,222,5.3,1
84,47,0,40,6,328,35,222,5.3,1
84,46,250,40,11,333,58,239,3.7,1
84,46,250,40,11,333,57,239,3.7,1
60,43,400,40,11,333,57,239,3.7,0
63,42,400,40,11,332,58,239,3.6,1
58,41,400,40,11,332,58,239,3.7,0
90,40,400,40,11,331,59,239,3.7,0
90,38,400,40,11,330,58,237,3.8,1
55,36,400,40,11,330,58,237,3.7,0
55,35,400,40,11,328,60,237,3.7,0
73,35,400,40,11,328,60,237,3.7,0
75,34,300,40,11,328,60,237,3.7,0
75,33,400,40,11,328,60,237,3.7,0
75,32,500,40,11,328,60,237,3.8,0
80,31,400,40,11,326,61,237,3.8,0
80,31,400,40,11,327,60,237,3.7,0
77,30,400,40,11,327,60,237,3.7,0
65,94,400,40,11,391,44,266,2.7,0
65,94,400,40,11,378,52,263,3.1,0
65,92,400,40,11,379,69,274,4.8,0
65,91,400,40,11,365,78,271,6.1,0
84,90,0,40,8,425,0,261,4.8,1
84,90,0,40,8,378,48,261,4.8,1
55,86,400,40,11,372,64,267,7.4,0
55,86,400,40,11,373,63,267,7.6,0
55,86,400,40,11,374,61,266,7.6,1
50,84,400,40,11,372,61,265,3.7,0
43,82,400,40,11,372,61,266,3.7,0
55,80,400,40,11,360,69,214,3.7,0
130,78,40,40,11,358,67,212,3.8,1
52,78,400,40,11,367,63,263,3.8,0
90,76,280,40,10,360,62,231,3.7,1
90,75,280,40,10,360,62,231,3.7,1
73,73,280,40,10,359,63,232,3.8,1
90,73,250,40,10,358,64,232,3.8,1
67,71,280,40,10,355,64,230,3.7,1
65,69,400,40,11,365,66,303,4.9,0
65,69,400,40,11,361,72,307,6.2,0
50,67,400,40,11,361,73,305,6.2,0
50,67,400,40,11,360,72,304,6.1,0
40,66,400,40,11,359,72,303,6.2,0
63,65,0,40,6,349,42,239,5.4,1
40,64,0,40,6,0,0,0,0,1
43,64,0,40,8,347,59,246,5.5,1
47,64,0,40,10,347,0,0,5.7,1
47,63,0,40,10,347,64,251,5.7,1
70,61,150,40,11,353,57,289,3.8,1
60,59,400,40,11,349,69,294,6.2,0
